Date,Value
2013-08-13,2483614.52471
2013-08-12,820406.742112
2013-08-11,575449.689988
2013-08-10,510114.187395
2013-08-09,1338741.04314
2013-08-08,2045846.96846
2013-08-07,931663.625241
2013-08-06,1133582.42176
2013-08-05,1724175.69424
2013-08-04,542437.000041
2013-08-03,847828.085755
2013-08-02,2975372.91962
2013-08-01,1611370.63666
2013-07-31,5807821.22601
2013-07-30,1518599.56058
2013-07-29,3138902.23092
2013-07-28,3179627.37552
2013-07-27,1441169.90752
2013-07-26,1117117.72227
2013-07-25,2223482.50136
2013-07-24,1106993.52391
2013-07-23,2348345.51174
2013-07-22,693136.370917
2013-07-21,931799.772368
2013-07-20,1310049.7982
2013-07-19,2080220.95898
2013-07-18,5153881.69827
2013-07-17,1550144.17905
2013-07-16,1786082.59685
2013-07-15,3291606.71968
2013-07-14,1661401.50583
2013-07-13,3785155.40561
2013-07-12,9287658.69451
2013-07-11,6439647.31053
2013-07-10,1867056.47291
2013-07-09,2111352.4503
2013-07-08,5452234.26753
2013-07-07,2220238.98174
2013-07-06,4894711.2926
2013-07-05,3952252.56831
2013-07-04,7595580.48181
2013-07-03,3466577.65238
2013-07-02,3523000.56366
2013-07-01,3447066.13603
2013-06-30,1259368.36803
2013-06-29,3298354.37503
2013-06-28,3870268.17574
2013-06-27,963621.00967
2013-06-26,1912907.61399
2013-06-25,9346237.41777
2013-06-24,2653919.49653
2013-06-23,1154882.48106
2013-06-22,938452.83586
2013-06-21,4817673.75793
2013-06-20,4122616.9296
2013-06-19,2853373.54561
2013-06-18,5609934.2304
2013-06-17,1345147.55816
2013-06-16,1265613.59536
2013-06-15,2183767.39987
2013-06-14,5432334.34644
2013-06-13,1087043.74903
2013-06-12,2009336.53246
2013-06-11,1603831.4172
2013-06-10,8842004.389
2013-06-09,12718662.3258
2013-06-08,2521636.93457
2013-06-07,7662141.61041
2013-06-06,1887393.32593
2013-06-05,1779222.8639
2013-06-04,2955801.57582
2013-06-03,3461730.31113
2013-06-02,11628005.8376
2013-06-01,1577293.26163
2013-05-31,2835243.23382
2013-05-30,2792371.23183
2013-05-29,1618565.51387
2013-05-28,6738126.22323
2013-05-27,2246642.66472
2013-05-26,3067074.3832
2013-05-25,3838889.33767
2013-05-24,4850475.80115
2013-05-23,2969063.3073
2013-05-22,2099132.00296
2013-05-21,1779133.8849
2013-05-20,1983151.42975
2013-05-19,2250100.79358
2013-05-18,4669566.86334
2013-05-17,9881054.59942
2013-05-16,4649132.30664
2013-05-15,19896442.9489
2013-05-14,3016444.63201
2013-05-13,2818145.99844
2013-05-12,2987755.49073
2013-05-11,3080022.31514
2013-05-10,8813667.15711
2013-05-09,6429884.36065
2013-05-08,9983220.03191
2013-05-07,17186242.9536
2013-05-06,12440874.3704
2013-05-05,10847146.7046
2013-05-04,15874162.4357
2013-05-03,24562503.6727
2013-05-02,30499232.3592
2013-05-01,12473986.7954
2013-04-30,7055592.91411
2013-04-29,9777728.43625
2013-04-28,6094606.38614
2013-04-27,6037557.54177
2013-04-26,32935614.4881
2013-04-25,16725092.0799
2013-04-24,33655839.3436
2013-04-23,12551729.743
2013-04-22,10898151.5008
2013-04-21,12799768.4921
2013-04-20,6680545.51208
2013-04-19,38613495.9087
2013-04-18,14647188.4457
2013-04-17,27350449.773
2013-04-16,25602974.7685
2013-04-15,25602974.7685
2013-04-14,25602974.7685
2013-04-13,34970447.034
2013-04-12,31760658.9344
2013-04-11,29346237.8449
2013-04-10,19372605.4505
2013-04-09,25430811.2754
2013-04-08,18309092.0797
2013-04-07,8255439.50007
2013-04-06,4643979.47591
2013-04-05,9283812.07017
2013-04-04,16606910.6555
2013-04-03,17880111.1248
2013-04-02,8000595.47089
2013-04-01,7892510.74379
2013-03-31,1725894.6495
2013-03-30,4521524.95383
2013-03-29,13835892.2302
2013-03-28,5920328.80281
2013-03-27,6389386.81038
2013-03-26,4670702.29584
2013-03-25,5786993.34377
2013-03-24,3429027.0366
2013-03-23,10134180.3278
2013-03-22,4745058.65584
2013-03-21,7188542.11769
2013-03-20,5289891.83875
2013-03-19,8356380.37053
2013-03-18,902913.046981
2013-03-17,674530.174884
2013-03-16,933449.069241
2013-03-15,862012.776554
2013-03-14,1958836.30111
2013-03-13,2811125.16038
2013-03-12,7709790.44815
2013-03-11,2204674.39552
2013-03-10,1373787.19226
2013-03-09,2242168.31805
2013-03-08,7490189.54791
2013-03-07,7412289.28992
2013-03-06,5075535.41732
2013-03-05,3211122.92668
2013-03-04,1487782.64641
2013-03-03,387798.656125
2013-03-02,1600542.14047
2013-03-01,2266380.42287
2013-02-28,3268705.11969
2013-02-27,895089.215779
2013-02-26,1311639.59169
2013-02-25,867820.909672
2013-02-24,764548.494173
2013-02-23,2413130.02195
2013-02-22,1711160.76818
2013-02-21,1001237.39491
2013-02-20,1461527.9526
2013-02-19,2571787.89393
2013-02-18,1154477.32515
2013-02-17,1537991.91539
2013-02-16,764706.205193
2013-02-15,1942356.96062
2013-02-14,3899267.07286
2013-02-13,2220697.25163
2013-02-12,1437994.43301
2013-02-11,751784.868632
2013-02-10,1258169.45211
2013-02-09,891576.985849
2013-02-08,1206092.74153
2013-02-07,1206092.74153
2013-02-06,1122279.7016
2013-02-05,775701.455689
2013-02-04,933639.857834
2013-02-03,689759.293699
2013-02-02,1940971.18847
2013-02-01,1100175.27516
2013-01-31,1882737.7459
2013-01-30,985244.232915
2013-01-29,1886961.87577
2013-01-28,709883.614571
2013-01-27,586354.508299
2013-01-26,620998.956208
2013-01-25,2793933.84383
2013-01-24,1933937.43764
2013-01-23,930942.435008
2013-01-22,1000932.63082
2013-01-21,937247.655082
2013-01-20,436124.63056
2013-01-19,724143.974082
2013-01-18,1083797.5313
2013-01-17,817603.172092
2013-01-16,571175.702862
2013-01-15,729209.732247
2013-01-14,321845.760168
2013-01-13,485825.84916
2013-01-12,635707.836607
2013-01-11,525216.270545
2013-01-10,590919.725997
2013-01-09,413792.028281
2013-01-08,642299.332015
2013-01-07,236739.788516
2013-01-06,221086.872899
2013-01-05,330088.300961
2013-01-04,324014.732335
2013-01-03,289720.324444
2013-01-02,185387.359079
2013-01-01,385760.190995
2012-12-31,245873.589133
2012-12-30,91013.4353746
2012-12-29,461475.753364
2012-12-28,295265.031557
2012-12-27,261103.300518
2012-12-26,150826.746645
2012-12-25,205264.915534
2012-12-24,217806.809791
2012-12-23,302820.620277
2012-12-22,255538.450503
2012-12-21,392136.452155
2012-12-20,576443.671468
2012-12-19,358371.292039
2012-12-18,382479.855314
2012-12-17,1052793.85128
2012-12-16,271442.248372
2012-12-15,623933.435799
2012-12-14,593435.396683
2012-12-13,481292.800872
2012-12-12,371502.935643
2012-12-11,371502.935643
2012-12-10,332645.708986
2012-12-09,365629.40444
2012-12-08,229543.826137
2012-12-07,641634.975539
2012-12-06,421549.667703
2012-12-05,767885.293689
2012-12-04,453902.331796
2012-12-03,318586.58009
2012-12-02,172804.675035
2012-12-01,209191.991172
2012-11-30,331048.971461
2012-11-29,327242.549663
2012-11-28,389726.803117
2012-11-27,560148.264965
2012-11-26,279963.662925
2012-11-25,311167.173914
2012-11-24,273890.923938
2012-11-23,296374.42633
2012-11-22,632633.311348
2012-11-21,238923.452636
2012-11-20,339193.419221
2012-11-19,251963.013766
2012-11-18,185891.6868
2012-11-17,273967.36353
2012-11-16,800300.483125
2012-11-15,309778.412311
2012-11-14,153309.856518
2012-11-13,183274.895345
2012-11-12,446622.788449
2012-11-11,122909.430541
2012-11-10,155136.110301
2012-11-09,201205.421012
2012-11-08,292598.657225
2012-11-07,371817.893804
2012-11-06,255683.318325
2012-11-05,290173.562191
2012-11-04,124956.25925
2012-11-03,173907.599918
2012-11-02,579616.606348
2012-11-01,362027.444785
2012-10-31,388650.382908
2012-10-30,262587.573783
2012-10-29,475257.612809
2012-10-28,171520.107488
2012-10-27,760130.114936
2012-10-26,1097740.37495
2012-10-25,767514.056473
2012-10-24,554812.750581
2012-10-23,554136.574263
2012-10-22,363254.837564
2012-10-21,119816.020632
2012-10-20,279328.467555
2012-10-19,303574.501237
2012-10-18,265629.139993
2012-10-17,509839.909836
2012-10-16,273315.255713
2012-10-15,381814.938062
2012-10-14,158414.651127
2012-10-13,174942.482024
2012-10-12,247404.648891
2012-10-11,281366.82658
2012-10-10,335935.723571
2012-10-09,641399.259021
2012-10-08,1197548.75805
2012-10-07,801645.479648
2012-10-06,239066.39415
2012-10-05,518737.52783
2012-10-04,420087.957022
2012-10-03,439467.30062
2012-10-02,600613.753164
2012-10-01,235193.565784
2012-09-30,106842.118101
2012-09-29,258006.809953
2012-09-28,323116.947437
2012-09-27,274687.25421
2012-09-26,270621.574509
2012-09-25,311960.865388
2012-09-24,305509.055478
2012-09-23,446867.44084
2012-09-22,215428.568342
2012-09-21,544746.58064
2012-09-20,382997.57666
2012-09-19,583585.795057
2012-09-18,380144.873742
2012-09-17,268742.536562
2012-09-16,377179.016987
2012-09-15,251851.828784
2012-09-14,472220.133219
2012-09-13,332370.471486
2012-09-12,909612.286282
2012-09-11,419908.004156
2012-09-10,407288.704718
2012-09-09,182659.274108
2012-09-08,339342.782875
2012-09-07,526861.52831
2012-09-06,958222.082559
2012-09-05,282718.707795
2012-09-04,356674.559583
2012-09-03,273077.817642
2012-09-02,199716.417663
2012-09-01,601947.78151
2012-08-31,392090.091401
2012-08-30,423186.059598
2012-08-29,689356.925143
2012-08-28,866531.597853
2012-08-27,1638081.55274
2012-08-26,339698.647247
2012-08-25,471155.051966
2012-08-24,471155.051966
2012-08-23,641114.69518
2012-08-22,704257.314464
2012-08-21,730786.46907
2012-08-20,2746175.55591
2012-08-19,1976252.30007
2012-08-18,3208627.49691
2012-08-17,1444851.12853
2012-08-16,1506129.01085
2012-08-15,661329.759446
2012-08-14,743549.812671
2012-08-13,389537.215568
2012-08-12,289226.208641
2012-08-11,367448.180524
2012-08-10,892905.801486
2012-08-09,915898.372534
2012-08-08,461723.277451
2012-08-07,470601.086137
2012-08-06,709410.202492
2012-08-05,575889.60323
2012-08-04,614373.120353
2012-08-03,1553677.20546
2012-08-02,528962.919603
2012-08-01,550479.324363
2012-07-31,695638.695739
2012-07-30,405296.121057
2012-07-29,90202.6001398
2012-07-28,194334.796007
2012-07-27,237103.603393
2012-07-26,593481.536107
2012-07-25,350256.933479
2012-07-24,398218.93949
2012-07-23,1236244.41226
2012-07-22,300378.076041
2012-07-21,1350688.65446
2012-07-20,1453495.00949
2012-07-19,433033.304433
2012-07-18,1061472.88351
2012-07-17,2217552.05266
2012-07-16,608643.124166
2012-07-15,145251.824347
2012-07-14,174250.085313
2012-07-13,748966.056105
2012-07-12,251974.99431
2012-07-11,375530.223268
2012-07-10,588869.641088
2012-07-09,227316.582666
2012-07-08,291591.984628
2012-07-07,198336.565287
2012-07-06,242774.801427
2012-07-05,270718.721892
2012-07-04,250947.418686
2012-07-03,477182.244209
2012-07-02,164969.804097
2012-07-01,156167.13193
2012-06-30,155703.311121
2012-06-29,180993.137266
2012-06-28,333193.569777
2012-06-27,228544.039315
2012-06-26,353169.234178
2012-06-25,359578.59323
2012-06-24,210829.486988
2012-06-23,159049.371294
2012-06-22,399950.888882
2012-06-21,406421.8574
2012-06-20,344185.597992
2012-06-19,307427.032909
2012-06-18,419938.025059
2012-06-17,162965.592976
2012-06-16,649100.09516
2012-06-15,312361.653408
2012-06-14,229663.622476
2012-06-13,354203.393366
2012-06-12,432563.429841
2012-06-11,208158.730697
2012-06-10,195814.146323
2012-06-09,164232.196464
2012-06-08,318157.810707
2012-06-07,290691.925157
2012-06-06,152083.653544
2012-06-05,512115.509471
2012-06-04,206747.034061
2012-06-03,65399.8309422
2012-06-02,115503.908897
2012-06-01,248544.550774
2012-05-31,199788.736937
2012-05-30,184107.148116
2012-05-29,314474.678927
2012-05-28,121688.880643
2012-05-27,95369.822717
2012-05-26,108596.391819
2012-05-25,103589.31678
2012-05-24,173979.998276
2012-05-23,311516.23766
2012-05-22,222442.350259
2012-05-21,117273.323899
2012-05-20,91465.9003368
2012-05-19,148239.480876
2012-05-18,270743.79299
2012-05-17,249436.723394
2012-05-16,282259.95375
2012-05-15,208556.216219
2012-05-14,216470.671448
2012-05-13,93828.2345516
2012-05-12,163632.629202
2012-05-11,419431.883591
2012-05-10,197645.357425
2012-05-09,201085.750076
2012-05-08,354303.677863
2012-05-07,211685.067183
2012-05-06,88451.0678183
2012-05-05,164735.277546
2012-05-04,170522.155599
2012-05-03,205678.083432
2012-05-02,510833.583157
2012-05-01,190453.785172
2012-04-30,228062.885151
2012-04-29,110804.128092
2012-04-28,479852.201416
2012-04-27,145131.760091
2012-04-26,312026.861147
2012-04-25,200035.852952
2012-04-24,440369.959388
2012-04-23,175572.355384
2012-04-22,177455.107444
2012-04-21,666085.012791
2012-04-20,251079.271135
2012-04-19,208230.251141
2012-04-18,415769.625447
2012-04-17,162666.85324
2012-04-16,143852.478345
2012-04-15,142891.622208
2012-04-14,453609.726954
2012-04-13,393935.342303
2012-04-12,326390.791102
2012-04-11,211884.238374
2012-04-10,279791.163535
2012-04-09,124253.243918
2012-04-08,268961.962356
2012-04-07,410663.8892
2012-04-06,249517.872009
2012-04-05,181999.040944
2012-04-04,305609.316704
2012-04-03,347947.19866
2012-04-02,363920.435727
2012-04-01,174322.463399
2012-03-31,239657.365403
2012-03-30,163903.618157
2012-03-29,186601.091402
2012-03-28,247231.876076
2012-03-27,282240.280127
2012-03-26,330843.537977
2012-03-25,310873.445415
2012-03-24,214667.030354
2012-03-23,335345.642284
2012-03-22,183497.031828
2012-03-21,246229.48822
2012-03-20,763389.52049
2012-03-19,501626.309373
2012-03-18,212994.983972
2012-03-17,149637.957297
2012-03-16,162261.126921
2012-03-15,260320.838894
2012-03-14,373636.887535
2012-03-13,616879.766344
2012-03-12,111077.907704
2012-03-11,202433.022814
2012-03-10,170994.419871
2012-03-09,202271.818468
2012-03-08,253573.622211
2012-03-07,243593.749918
2012-03-06,208535.282091
2012-03-05,387615.242624
2012-03-04,210428.503019
2012-03-03,197621.937436
2012-03-02,673421.518843
2012-03-01,192357.785619
2012-02-29,209114.020032
2012-02-28,269874.599328
2012-02-27,244820.335916
2012-02-26,390657.302719
2012-02-25,338506.455315
2012-02-24,682550.977289
2012-02-23,681747.658978
2012-02-22,382274.63639
2012-02-21,199367.959757
2012-02-20,279579.973522
2012-02-19,157343.745691
2012-02-18,325162.164411
2012-02-17,689769.489315
2012-02-16,1022854.93167
2012-02-15,606265.920409
2012-02-14,1595943.96728
2012-02-13,1150509.00459
2012-02-12,605923.158767
2012-02-11,166725.347325
2012-02-10,501592.274771
2012-02-09,390715.046567
2012-02-08,1410604.19028
2012-02-07,499825.872085
2012-02-06,388811.42951
2012-02-05,703127.204421
2012-02-04,151418.289155
2012-02-03,399486.449796
2012-02-02,858000.309899
2012-02-01,281803.063454
2012-01-31,222331.809498
2012-01-30,281662.550121
2012-01-29,299939.361315
2012-01-28,531539.450065
2012-01-27,825301.832351
2012-01-26,996019.80095
2012-01-25,529706.301226
2012-01-24,211725.841247
2012-01-23,259120.972559
2012-01-22,220711.106262
2012-01-21,446998.407757
2012-01-20,601985.154708
2012-01-19,730224.229471
2012-01-18,2327006.60673
2012-01-17,929941.520538
2012-01-16,742853.822772
2012-01-15,608385.040367
2012-01-14,781797.291696
2012-01-13,452370.556915
2012-01-12,909030.295354
2012-01-11,841167.10546
2012-01-10,848166.172425
2012-01-09,935777.458691
2012-01-08,428239.435131
2012-01-07,484924.266891
2012-01-06,1888020.11586
2012-01-05,1054656.81813
2012-01-04,473018.599717
2012-01-03,557476.602318
2012-01-02,594783.344525
2012-01-01,426262.035271
2011-12-31,648541.697417
2011-12-30,184602.216423
2011-12-29,307207.518708
2011-12-28,165417.159031
2011-12-27,153015.192383
2011-12-26,419204.353023
2011-12-25,350822.337749
2011-12-24,72107.9587901
2011-12-23,118547.041078
2011-12-22,257009.433073
2011-12-21,418278.253995
2011-12-20,662323.373816
2011-12-19,510063.277349
2011-12-18,53711.2842767
2011-12-17,70908.4371106
2011-12-16,182288.19456
2011-12-15,74118.0456674
2011-12-14,254484.352155
2011-12-13,118072.734755
2011-12-12,189891.384333
2011-12-11,455091.767488
2011-12-10,176107.962598
2011-12-09,135255.898761
2011-12-08,140165.843317
2011-12-07,197024.805601
2011-12-06,192633.827981
2011-12-05,132611.52254
2011-12-04,432545.74342
2011-12-03,279870.273191
2011-12-02,215031.277817
2011-12-01,360947.275796
2011-11-30,302525.591897
2011-11-29,560597.273147
2011-11-28,128670.557007
2011-11-27,64291.6382679
2011-11-26,161761.781733
2011-11-25,207195.986195
2011-11-24,132862.116457
2011-11-23,104758.997236
2011-11-22,112267.632459
2011-11-21,110200.999205
2011-11-20,256401.036622
2011-11-19,348626.477469
2011-11-18,99253.8001565
2011-11-17,380780.16171
2011-11-16,101963.934889
2011-11-15,333163.425185
2011-11-14,1047522.76823
2011-11-13,39810.3551853
2011-11-12,149387.097607
2011-11-11,121758.577104
2011-11-10,88246.8501078
2011-11-09,195261.768901
2011-11-08,255153.176354
2011-11-07,53845.9593368
2011-11-06,68710.572652
2011-11-05,184400.332037
2011-11-04,149101.048911
2011-11-03,97206.2258323
2011-11-02,126384.516159
2011-11-01,167162.955163
2011-10-31,115362.062703
2011-10-30,194443.066185
2011-10-29,327611.709102
2011-10-28,223321.462988
2011-10-27,173899.35083
2011-10-26,117365.370642
2011-10-25,459931.283818
2011-10-24,156832.336637
2011-10-23,230988.732967
2011-10-22,335137.998744
2011-10-21,252380.491276
2011-10-20,194787.108447
2011-10-19,256867.556222
2011-10-18,317874.15899
2011-10-17,727239.475998
2011-10-16,113985.411955
2011-10-15,215000.672377
2011-10-14,58437.5630056
2011-10-13,194858.359406
2011-10-12,232757.947676
2011-10-11,198806.08687
2011-10-10,93576.4323054
2011-10-09,190586.15981
2011-10-08,425654.802721
2011-10-07,360869.565005
2011-10-06,266863.627444
2011-10-05,115499.199398
2011-10-04,87686.9738806
2011-10-03,72999.5560622
2011-10-02,76098.0224391
2011-10-01,163317.751128
2011-09-30,220748.91987
2011-09-29,83638.1374449
2011-09-28,154405.365876
2011-09-27,166339.678882
2011-09-26,322391.319462
2011-09-25,48793.0964135
2011-09-24,141653.882749
2011-09-23,372082.414975
2011-09-22,289696.58265
2011-09-21,380482.855595
2011-09-20,913547.31744
2011-09-19,365598.114604
2011-09-18,122374.975482
2011-09-17,113053.955659
2011-09-16,442696.323381
2011-09-15,299913.856084
2011-09-14,242072.0653
2011-09-13,304159.027263
2011-09-12,694994.87539
2011-09-11,773062.626443
2011-09-10,490142.687944
2011-09-09,1401208.86846
2011-09-08,182464.871723
2011-09-07,413541.155139
2011-09-06,680394.378901
2011-09-05,296955.360777
2011-09-04,109977.610582
2011-09-03,124327.21575
2011-09-02,127135.555469
2011-09-01,211483.553121
2011-08-31,128105.520929
2011-08-30,159144.952534
2011-08-29,210157.751242
2011-08-28,209585.741941
2011-08-27,621389.927317
2011-08-26,608901.548589
2011-08-25,427150.561881
2011-08-24,118411.118076
2011-08-23,217915.12734
2011-08-22,358469.722604
2011-08-21,130225.823076
2011-08-20,154262.619437
2011-08-19,374136.251358
2011-08-18,227917.611733
2011-08-17,209621.648666
2011-08-16,197912.751246
2011-08-15,465471.570413
2011-08-14,555156.594903
2011-08-13,251467.597976
2011-08-12,678838.915917
2011-08-11,408626.963717
2011-08-10,323752.019516
2011-08-09,1306372.61659
2011-08-08,619865.163027
2011-08-07,1020588.3442
2011-08-06,808869.775709
2011-08-05,298068.842756
2011-08-04,797232.952201
2011-08-03,1260186.17661
2011-08-02,652208.510321
2011-08-01,135324.339486
2011-07-31,701179.911784
2011-07-30,86919.7340706
2011-07-29,267373.237455
2011-07-28,340784.77762
2011-07-27,202130.40256
2011-07-26,317893.797771
2011-07-25,663203.102644
2011-07-24,311925.416405
2011-07-23,243135.330095
2011-07-22,291788.142676
2011-07-21,493514.446652
2011-07-20,274899.353927
2011-07-19,1463548.75213
2011-07-18,622348.653147
2011-07-17,501222.950411
2011-07-16,407703.304713
2011-07-15,300478.643024
2011-07-14,217006.452019
2011-07-13,175243.210195
2011-07-12,455700.647083
2011-07-11,933281.059967
2011-07-10,550092.901879
2011-07-09,246364.949
2011-07-08,699954.825697
2011-07-07,1312709.6684
2011-07-06,2035936.09959
2011-07-05,1062944.3112
2011-07-04,599886.634092
2011-07-03,310853.086576
2011-07-02,603043.297156
2011-07-01,736390.267732
2011-06-30,375638.674803
2011-06-29,363948.178327
2011-06-28,481289.408165
2011-06-27,875474.860824
2011-06-26,86763.0497158
2011-06-25,99286.9846107
2011-06-24,86390.363773
2011-06-23,82000.0550629
2011-06-22,42548.5715212
2011-06-21,71189.9200602
2011-06-20,64800.4490873
2011-06-19,835714.02414
2011-06-18,1024462.40702
2011-06-17,2014003.84424
2011-06-16,618741.727007
2011-06-15,600490.11234
2011-06-14,1337714.54219
2011-06-13,1460526.193
2011-06-12,5850718.50079
2011-06-11,4050559.104
2011-06-10,2004325.645
2011-06-09,2910528.4635
2011-06-08,3238530.99642
2011-06-07,515246.4069
2011-06-06,1094079.92736
2011-06-05,447742.185282
2011-06-04,889343.60904
2011-06-03,930152.08
2011-06-02,540577.45112
2011-06-01,395779.168538
2011-05-31,331557.839688
2011-05-30,120296.781
2011-05-29,73005.9777024
2011-05-28,117323.899185
2011-05-27,168676.20096
2011-05-26,658607.94684
2011-05-25,246555.91348
2011-05-24,100497.6288
2011-05-23,288515.59125
2011-05-22,147282.94918
2011-05-21,347598.31572
2011-05-20,174854.9873
2011-05-19,179823.77568
2011-05-18,207908.277096
2011-05-17,285797.89164
2011-05-16,359376.634
2011-05-15,387948.58065
2011-05-14,321728.0758
2011-05-13,541303.54395
2011-05-12,170586.081299
2011-05-11,346483.630765
2011-05-10,228989.8988
